Vardas              Pavardė            ND1    ND2    ND3    ND4    ND5    ND6    ND7    ND8    ND9    ND10   ND11   ND12   ND13   ND14   ND15   Egz.
Vardas4096          Pavardė4096        8      3      5      2      9      3      3      3      1      7      9      1      9      6      8      6
Vardas4097          Pavardė4097        3      1      10     1      6      6      10     5      7      10     7      10     1      2      10     10
Vardas4098          Pavardė4098        2      10     8      6      9      1      5      7      8      5      4      2      5      7      1      6
Vardas4099          Pavardė4099        4      3      3      6      1      5      2      3      9      9      10     10     7      7      6      6
Vardas4100          Pavardė4100        1      2      10     9      2      2      3      5      3      2      9      8      10     5      10     6
Vardas4101          Pavardė4101        6      8      10     5      7      7      5      7      9      4      8      1      6      1      1      5
Vardas4102          Pavardė4102        7      10     8      4      8      5      1      9      2      7      2      7      4      3      7      5
Vardas4103          Pavardė4103        8      5      8      6      10     3      3      2      10     4      5      10     9      8      10     2
Vardas4104          Pavardė4104        10     2      5      5      9      6      8      3      1      6      5      7      10     9      10     4
Vardas4105          Pavardė4105        8      6      3      6      6      3      2      5      10     7      10     7      10     8      4      5
